step,time,euler_x,euler_y,rk4_x,rk4_y,exact_x,exact_y,euler_error,rk4_error
41,0.8200000000000004,4.100000000000001,3.1848800000000033,4.100000000000001,3.265240000000003,4.100000000000002,3.2652399999999995,0.08035999999999621,3.66205343881779e-15
42,0.8400000000000004,4.200000000000001,3.1802400000000035,4.200000000000001,3.2625600000000032,4.200000000000002,3.2625599999999997,0.08231999999999617,3.66205343881779e-15
43,0.8600000000000004,4.300000000000001,3.1716800000000034,4.300000000000001,3.2559600000000035,4.3000000000000025,3.25596,0.08427999999999658,3.972054645195637e-15
44,0.8800000000000004,4.4,3.1592000000000033,4.4,3.2454400000000034,4.400000000000002,3.245439999999999,0.08623999999999565,4.782987168225453e-15
45,0.9000000000000005,4.5,3.1428000000000034,4.5,3.2310000000000034,4.500000000000003,3.230999999999999,0.08819999999999562,5.17892563931115e-15
46,0.9200000000000005,4.6,3.1224800000000035,4.6,3.2126400000000035,4.600000000000002,3.2126399999999995,0.09015999999999602,4.803559250984066e-15
47,0.9400000000000005,4.699999999999999,3.0982400000000037,4.699999999999999,3.1903600000000036,4.700000000000003,3.190359999999999,0.09211999999999554,5.687116766346677e-15
48,0.9600000000000005,4.799999999999999,3.070080000000004,4.799999999999999,3.164160000000004,4.8000000000000025,3.164159999999999,0.09407999999999506,6.0402662910232525e-15
49,0.9800000000000005,4.899999999999999,3.038000000000004,4.899999999999999,3.134040000000004,4.900000000000003,3.134039999999999,0.09603999999999502,6.936895214610187e-15
50,1.0000000000000004,4.999999999999998,3.0020000000000038,4.999999999999998,3.100000000000004,5.000000000000002,3.0999999999999996,0.09799999999999587,5.687116766346677e-15
51,1.0200000000000005,5.099999999999998,2.962080000000004,5.099999999999998,3.062040000000004,5.100000000000002,3.0620399999999988,0.09995999999999494,6.936895214610187e-15
52,1.0400000000000005,5.1999999999999975,2.918240000000004,5.1999999999999975,3.020160000000004,5.200000000000003,3.020159999999999,0.1019199999999949,7.53644380168212e-15
53,1.0600000000000005,5.299999999999997,2.870480000000004,5.299999999999997,2.9743600000000043,5.3000000000000025,2.974359999999999,0.10387999999999487,7.53644380168212e-15
54,1.0800000000000005,5.399999999999997,2.8188000000000044,5.399999999999997,2.9246400000000046,5.400000000000002,2.9246399999999984,0.10583999999999394,8.188600426433445e-15
55,1.1000000000000005,5.4999999999999964,2.7632000000000043,5.4999999999999964,2.8710000000000044,5.500000000000003,2.8709999999999978,0.10779999999999346,9.111948763821684e-15
56,1.1200000000000006,5.599999999999996,2.7036800000000043,5.599999999999996,2.8134400000000044,5.600000000000003,2.813439999999998,0.10975999999999386,9.441466109136565e-15
57,1.1400000000000006,5.699999999999996,2.6402400000000044,5.699999999999996,2.7519600000000044,5.700000000000003,2.7519599999999977,0.11171999999999338,9.739636741317752e-15
58,1.1600000000000006,5.799999999999995,2.5728800000000045,5.799999999999995,2.6865600000000045,5.8000000000000025,2.6865599999999974,0.1136799999999929,1.0048591735576161e-14
59,1.1800000000000006,5.899999999999995,2.5016000000000047,5.899999999999995,2.6172400000000047,5.900000000000003,2.617239999999997,0.11563999999999242,1.0995132274107486e-14
60,1.2000000000000006,5.999999999999995,2.4264000000000046,5.999999999999995,2.544000000000005,6.0000000000000036,2.543999999999997,0.11759999999999238,1.1949218545369531e-14
61,1.2200000000000006,6.099999999999994,2.3472800000000045,6.099999999999994,2.466840000000005,6.100000000000003,2.466839999999997,0.11955999999999234,1.1949218545369531e-14
62,1.2400000000000007,6.199999999999994,2.2642400000000045,6.199999999999994,2.3857600000000048,6.200000000000003,2.385759999999996,0.12151999999999141,1.2560739669470201e-14
63,1.2600000000000007,6.299999999999994,2.1772800000000045,6.299999999999994,2.300760000000005,6.300000000000003,2.300759999999996,0.12347999999999137,1.3203721447146771e-14
64,1.2800000000000007,6.399999999999993,2.0864000000000047,6.399999999999993,2.211840000000005,6.400000000000004,2.211839999999997,0.12543999999999222,1.3322676295501878e-14
65,1.3000000000000007,6.499999999999993,1.9916000000000047,6.499999999999993,2.119000000000005,6.5000000000000036,2.118999999999996,0.12739999999999152,1.3873790429220374e-14
66,1.3200000000000007,6.5999999999999925,1.8928800000000048,6.5999999999999925,2.0222400000000054,6.600000000000003,2.0222399999999947,0.12935999999998993,1.507288760336424e-14
67,1.3400000000000007,6.699999999999992,1.790240000000005,6.699999999999992,1.9215600000000055,6.700000000000004,1.921559999999996,0.131319999999991,1.498266436058534e-14
68,1.3600000000000008,6.799999999999992,1.683680000000005,6.799999999999992,1.8169600000000057,6.800000000000004,1.8169599999999946,0.13327999999998963,1.6669620687469208e-14
69,1.3800000000000008,6.8999999999999915,1.573200000000005,6.8999999999999915,1.7084400000000057,6.900000000000004,1.708439999999996,0.13523999999999092,1.5813567179958505e-14
70,1.4000000000000008,6.999999999999991,1.4588000000000052,6.999999999999991,1.5960000000000059,7.0000000000000036,1.5959999999999948,0.13719999999998955,1.6669620687469208e-14
71,1.4200000000000008,7.099999999999991,1.3404800000000052,7.099999999999991,1.4796400000000058,7.100000000000004,1.4796399999999945,0.1391599999999893,1.7485219603417007e-14
72,1.4400000000000008,7.19999999999999,1.2182400000000053,7.19999999999999,1.359360000000006,7.200000000000005,1.3593599999999935,0.14111999999998814,1.888293221827313e-14
73,1.4600000000000009,7.29999999999999,1.0920800000000055,7.29999999999999,1.235160000000006,7.300000000000004,1.2351599999999952,0.14307999999998966,1.7897676701916007e-14
74,1.4800000000000009,7.39999999999999,0.9620000000000056,7.39999999999999,1.1070400000000062,7.400000000000004,1.1070399999999925,0.14503999999998685,1.9785657032707482e-14
75,1.5000000000000009,7.499999999999989,0.8280000000000057,7.499999999999989,0.9750000000000063,7.500000000000004,0.9749999999999925,0.1469999999999868,2.0432930139561984e-14
76,1.520000000000001,7.599999999999989,0.6900800000000058,7.599999999999989,0.8390400000000064,7.600000000000005,0.8390399999999936,0.14895999999998777,2.0529221578382498e-14
77,1.540000000000001,7.699999999999989,0.548240000000006,7.699999999999989,0.6991600000000066,7.700000000000005,0.6991599999999938,0.15091999999998784,2.0459756689280142e-14
78,1.560000000000001,7.799999999999988,0.40248000000000606,7.799999999999988,0.5553600000000067,7.800000000000004,0.5553599999999914,0.15287999999998536,2.2143314033844058e-14
79,1.580000000000001,7.899999999999988,0.2528000000000062,7.899999999999988,0.4076400000000069,7.900000000000005,0.4076399999999918,0.1548399999999856,2.2644195468014704e-14
80,1.600000000000001,7.999999999999988,0.09920000000000634,7.999999999999988,0.256000000000007,8.000000000000005,0.25599999999999135,0.156799999999985,2.367692139456322e-14
81,1.620000000000001,8.099999999999987,-0.058319999999993516,8.099999999999987,0.10044000000000716,8.100000000000005,0.10043999999999187,0.15875999999998539,2.3439924592599876e-14
82,1.640000000000001,8.199999999999987,-0.21975999999999335,8.199999999999987,-0.05903999999999268,8.200000000000005,-0.05904000000000842,0.16071999999998493,2.373205593379655e-14
83,1.660000000000001,8.299999999999986,-0.3851199999999932,8.299999999999986,-0.22243999999999256,8.300000000000004,-0.22244000000000952,0.16267999999998367,2.4558916897856868e-14
84,1.680000000000001,8.399999999999986,-0.554399999999993,8.399999999999986,-0.38975999999999245,8.400000000000006,-0.38976000000001143,0.16463999999998158,2.7243931987719094e-14
85,1.700000000000001,8.499999999999986,-0.7275999999999928,8.499999999999986,-0.5609999999999923,8.500000000000005,-0.5610000000000088,0.16659999999998398,2.5601897011298835e-14
86,1.720000000000001,8.599999999999985,-0.9047199999999926,8.599999999999985,-0.7361599999999922,8.600000000000005,-0.7361600000000106,0.16855999999998206,2.6860055875429442e-14
87,1.740000000000001,8.699999999999985,-1.0857599999999925,8.699999999999985,-0.915239999999992,8.700000000000006,-0.9152400000000096,0.1705199999999829,2.7676637529173346e-14
88,1.7600000000000011,8.799999999999985,-1.2707199999999923,8.799999999999985,-1.0982399999999917,8.800000000000006,-1.0982400000000112,0.1724799999999811,2.8916994303251375e-14
89,1.7800000000000011,8.899999999999984,-1.459599999999992,8.899999999999984,-1.2851599999999914,8.900000000000006,-1.2851600000000118,0.17443999999998017,2.9524418711792076e-14
90,1.8000000000000012,8.999999999999984,-1.6523999999999919,8.999999999999984,-1.4759999999999913,9.000000000000005,-1.4760000000000115,0.17639999999998035,2.93712223726857e-14
91,1.8200000000000012,9.099999999999984,-1.8491199999999917,9.099999999999984,-1.6707599999999911,9.100000000000005,-1.670760000000012,0.17835999999997965,2.983340939811618e-14
92,1.8400000000000012,9.199999999999983,-2.0497599999999916,9.199999999999983,-1.8694399999999909,9.200000000000006,-1.869440000000015,0.1803199999999765,3.3452182258599835e-14
93,1.8600000000000012,9.299999999999983,-2.2543199999999914,9.299999999999983,-2.0720399999999906,9.300000000000006,-2.072040000000012,0.18227999999997957,3.142696061245355e-14
94,1.8800000000000012,9.399999999999983,-2.462799999999991,9.399999999999983,-2.2785599999999904,9.400000000000006,-2.278560000000013,0.1842399999999782,3.2345428974576406e-14
95,1.9000000000000012,9.499999999999982,-2.675199999999991,9.499999999999982,-2.48899999999999,9.500000000000007,-2.489000000000015,0.18619999999997594,3.517007107451656e-14
96,1.9200000000000013,9.599999999999982,-2.8915199999999905,9.599999999999982,-2.7033599999999898,9.600000000000007,-2.703360000000014,0.18815999999997635,3.4857467051790546e-14
97,1.9400000000000013,9.699999999999982,-3.1117599999999905,9.699999999999982,-2.9216399999999894,9.700000000000006,-2.921640000000018,0.19011999999997276,3.776586443654626e-14
98,1.9600000000000013,9.799999999999981,-3.3359199999999904,9.799999999999981,-3.1438399999999893,9.800000000000006,-3.143840000000015,0.19207999999997538,3.580361673049448e-14
99,1.9800000000000013,9.89999999999998,-3.5639999999999903,9.89999999999998,-3.369959999999989,9.900000000000006,-3.3699600000000167,0.19403999999997357,3.710205222909732e-14
100,2.0000000000000013,9.99999999999998,-3.79599999999999,9.99999999999998,-3.599999999999989,10.000000000000007,-3.600000000000019,0.19599999999997086,4.0272795049939114e-14
